evaluation	BPSO_fitness_mean	BPSO_fitness_std
1		0.0		0.0
1001		551073.7		15436.68301
2001		563661.9		13037.98456
3001		570065.3		8396.21322
4001		575060.9		3969.49073
5001		575060.9		3969.49073
6001		575891.7		4097.34204
7001		575891.7		4097.34204
8001		576813.1		3993.85071
9001		576871.7		4047.79829
10001		577470.2		3910.06984
11001		577470.2		3910.06984
12001		577485.1		3895.20989
13001		577485.1		3895.20989
14001		577485.1		3895.20989
15001		578946.5		2223.16699
16001		578946.5		2223.16699
17001		578946.5		2223.16699
18001		579736.7		1430.40806
19001		579736.7		1430.40806
20001		579946.9		865.08756
21001		579946.9		865.08756
22001		579946.9		865.08756
23001		579946.9		865.08756
24001		579946.9		865.08756
25001		580021.2		873.3321
26001		580021.2		873.3321
27001		580021.2		873.3321
28001		580027.4		876.95726
29001		580049.1		899.12663
30001		580049.1		899.12663
31001		580049.1		899.12663
32001		580086.8		927.50739
33001		580086.8		927.50739
34001		580126.8		910.7612
35001		580289.1		935.9587
36001		580484.2		550.83497
37001		580604.5		365.35277
38001		580621.8		361.80072
39001		580731.1		375.16355
40001		580731.1		375.16355
41001		580769.7		382.05551
42001		580769.7		382.05551
43001		580769.7		382.05551
44001		580849.0		336.39263
45001		580849.0		336.39263
46001		580852.9		337.69497
47001		580902.4		277.66174
48001		580902.4		277.66174
49001		580902.4		277.66174
50001		580907.5		279.2652
51001		580910.5		280.39089
52001		580911.0		279.62081
53001		580911.0		279.62081
54001		580911.0		279.62081
55001		580927.7		257.62222
56001		580938.0		252.3977
57001		580938.0		252.3977
58001		580938.0		252.3977
59001		580938.0		252.3977
60001		580938.0		252.3977
61001		580938.0		252.3977
62001		580945.9		244.33602
63001		580945.9		244.33602
64001		580945.9		244.33602
65001		580945.9		244.33602
66001		580945.9		244.33602
67001		580945.9		244.33602
68001		580962.7		266.10451
69001		580989.1		212.0021
70001		580989.1		212.0021
71001		580993.6		213.27503
72001		580993.6		213.27503
73001		581029.1		223.53767
74001		581029.1		223.53767
75001		581053.4		226.00451
76001		581054.4		224.0898
77001		581054.4		224.0898
78001		581054.4		224.0898
79001		581054.4		224.0898
80001		581060.8		223.87264
81001		581060.8		223.87264
82001		581065.3		223.60011
83001		581065.3		223.60011
84001		581103.0		172.67368
85001		581103.0		172.67368
86001		581124.5		180.91282
87001		581124.5		180.91282
88001		581124.5		180.91282
89001		581124.5		180.91282
90001		581124.5		180.91282
91001		581124.5		180.91282
92001		581154.2		193.7776
93001		581180.7		145.88149
94001		581202.8		130.14899
95001		581202.8		130.14899
96001		581202.8		130.14899
97001		581202.8		130.14899
98001		581202.8		130.14899
99001		581202.8		130.14899
100000		581202.8		130.14899
