evaluation	BPSO_fitness_mean	BPSO_fitness_std
1		0.0		0.0
1001		2585.0		0.0
2001		2585.0		0.0
3001		2585.0		0.0
4001		2585.0		0.0
5001		2585.0		0.0
6001		2585.0		0.0
7001		2585.0		0.0
8001		2585.0		0.0
9001		2585.0		0.0
10001		2585.0		0.0
11001		2585.0		0.0
12001		2585.0		0.0
13001		2585.0		0.0
14001		2585.0		0.0
15001		2585.0		0.0
16001		2585.0		0.0
17001		2585.0		0.0
18001		2585.0		0.0
19001		2585.0		0.0
20001		2585.0		0.0
21001		2585.0		0.0
22001		2585.0		0.0
23001		2585.0		0.0
24001		2585.0		0.0
25001		2585.0		0.0
26001		2585.0		0.0
27001		2585.0		0.0
28001		2585.0		0.0
29001		2585.0		0.0
30001		2585.0		0.0
31001		2585.0		0.0
32001		2585.0		0.0
33001		2585.0		0.0
34001		2585.0		0.0
35001		2585.0		0.0
36001		2585.0		0.0
37001		2585.0		0.0
38001		2585.0		0.0
39001		2585.0		0.0
40001		2585.0		0.0
41001		2585.0		0.0
42001		2585.0		0.0
43001		2585.0		0.0
44001		2585.0		0.0
45001		2585.0		0.0
46001		2585.0		0.0
47001		2585.0		0.0
48001		2585.0		0.0
49001		2585.0		0.0
50001		2585.0		0.0
51001		2585.0		0.0
52001		2585.0		0.0
53001		2585.0		0.0
54001		2585.0		0.0
55001		2585.0		0.0
56001		2585.0		0.0
57001		2585.0		0.0
58001		2585.0		0.0
59001		2585.0		0.0
60001		2585.0		0.0
61001		2585.0		0.0
62001		2585.0		0.0
63001		2585.0		0.0
64001		2585.0		0.0
65001		2585.0		0.0
66001		2585.0		0.0
67001		2585.0		0.0
68001		2585.0		0.0
69001		2585.0		0.0
70001		2585.0		0.0
71001		2585.0		0.0
72001		2585.0		0.0
73001		2585.0		0.0
74001		2585.0		0.0
75001		2585.0		0.0
76001		2585.0		0.0
77001		2585.0		0.0
78001		2585.0		0.0
79001		2585.0		0.0
80001		2585.0		0.0
81001		2585.0		0.0
82001		2585.0		0.0
83001		2585.0		0.0
84001		2585.0		0.0
85001		2585.0		0.0
86001		2585.0		0.0
87001		2585.0		0.0
88001		2585.0		0.0
89001		2585.0		0.0
90001		2585.0		0.0
91001		2585.0		0.0
92001		2585.0		0.0
93001		2585.0		0.0
94001		2585.0		0.0
95001		2585.0		0.0
96001		2585.0		0.0
97001		2585.0		0.0
98001		2585.0		0.0
99001		2585.0		0.0
100000		2585.0		0.0
